Employment_Sector;Education_Level;Years_at_Residence;Income_Fluctuations;Cash_Flow_Stability;Recurring_Expenses;Utility_Payments_On_Time;Rental_History_On_Time;Subscription_Payments;Spending_Patterns;Real_Time_Transactions;E_Commerce_Activity;Local_Job_Market_Stability;Inflation_Impact;Economic_Downturn_Resilience
Finance;PhD;7;0,753250899;2584,016212;28,57765266;90,85955254;53,0054278;55,28503019;45,90653545;3;1879,799548;9,589832544;4,720749177;0,687145031
Education;High School;11;1,243412484;1753,058959;64,53761229;50,68308427;95,79674813;84,70361668;15,028599;5;3200,243985;10,72694567;1,654139403;1,00417682
Tech;PhD;10;0,194338377;3446,190839;34,64969652;94,78631778;80,77257102;75,95815198;48,08470156;3;2473,971775;14,87249326;7,427093747;1,349136636
Education;PhD;9;0,64234962;4206,953281;55,88054704;51,44721584;59,63455473;64,90287859;65,1395216;5;4245,66124;3,178607151;7,325657411;0,735642332
Education;PhD;14;1,292577732;784,1313182;43,10615617;61,98228925;80,31930585;71,12696901;58,61678466;4;4373,509922;10,67418277;6,526392463;1,435162011
Healthcare;Master's;13;0,66545701;3995,557175;71,28834673;51,61945689;83,87316771;64,91688718;53,05096542;8;852,80189;5,684170029;5,592363816;1,454907909
Healthcare;High School;29;0,208660503;4197,415698;77,14491836;66,79217435;76,28851683;63,15129179;47,50551664;9;681,1682577;10,32117516;4,90405962;1,458904605
Healthcare;Bachelor's;25;0,859548116;2576,853174;73,0138837;75,69332629;85,9050869;58,18042104;33,50094984;8;3152,00463;9,899106486;6,339439837;1,337562735
Education;Bachelor's;25;1,306439493;4924,875456;36,23719968;89,83224345;79,0726974;68,13835666;32,18774094;3;1506,12874;3,994938817;3,100559066;0,863825041
Retail;High School;2;0,92639976;4040,187533;31,64977214;66,89907752;97,3884791;62,54936032;50,01851831;3;92,85359383;4,687706395;9,471331578;0,572683911
Education;Master's;3;0,416790751;3981,481542;48,46609362;85,27450123;52,68485393;84,17172435;22,84825171;7;4443,213347;10,08118451;6,299150763;1,068818732
Retail;Master's;7;0,637935468;3865,273585;20,44004905;59,37522286;55,31228542;84,19383706;37,25483389;9;1134,503836;3,666989315;3,800731999;1,058681444
Retail;PhD;21;0,730172706;1177,736464;21,54856357;87,52992284;58,68358185;75,09201213;35,91834198;3;4646,403258;5,447351377;5,047118658;1,349975767
Healthcare;High School;18;0,910972895;1477,538989;53,19743838;61,7998303;84,50855353;88,89722637;56,97062413;1;3587,172254;12,85819212;8,2511631;1,495991051
Finance;High School;3;1,163091436;2587,955592;51,22696425;57,1772378;82,27979364;92,06698595;15,33458403;1;3813,26745;6,252189578;2,454544547;1,008157307
Tech;Bachelor's;10;0,238423065;1688,019575;79,67491934;59,27044252;94,60294301;78,98832287;76,37349442;0;1007,307479;8,344782032;3,635520602;0,845204031
Healthcare;High School;22;1,345512846;2368,584376;32,11051012;59,10315644;86,64387264;80,94675814;54,99027043;4;1170,972128;14,23482436;7,115572205;0,685901712
Healthcare;Master's;29;0,117233584;4498,088495;35,48623575;75,64314397;75,41777438;64,14429549;63,66613446;5;2606,338769;4,952938155;3,839402858;0,504799825
Finance;High School;7;0,618073269;4209,471013;26,81243854;92,23987906;99,59158962;94,74346004;66,2475123;8;860,4992632;7,065138226;8,132515137;1,009113692
Tech;Bachelor's;9;0,138388434;3335,179453;75,05258058;53,98025385;63,30539781;51,21030222;33,31873095;4;1527,158463;9,883951082;2,174081385;1,055518667
Education;PhD;17;0,650163915;4361,541774;66,66867467;85,34781592;91,65958299;67,43012347;47,62972539;5;1607,31239;11,81940608;7,864175534;1,32493848
Education;Bachelor's;11;0,836137638;4026,975751;69,34034669;82,71732298;71,33951861;86,09002108;86,49967647;5;798,1496663;13,72149403;1,615165434;1,004576968
Healthcare;Bachelor's;7;0,816353941;2430,432193;74,16582728;93,62599759;82,43675694;54,00447548;71,33641904;2;1025,914167;13,90114884;1,113333514;1,416468349
Tech;PhD;24;0,331879686;1404,793184;51,4939992;62,20737803;86,36342352;59,15847637;87,56455002;3;3942,75921;12,09632097;9,084011669;1,128083477
Healthcare;Bachelor's;28;1,004036714;2813,90468;47,07159149;72,50549293;81,68770436;79,46428639;69,70034761;0;835,9792727;4,968300876;6,232052952;1,340336238
Retail;Bachelor's;14;0,162689831;3813,029971;39,82348842;96,29136872;57,02536516;77,99968357;24,04801118;3;142,2869592;2,322521291;4,166442074;0,648301735
Healthcare;High School;19;1,166669548;2463,888194;55,35287686;82,99967251;72,14755054;86,94641481;15,16287071;0;3146,774713;6,989061095;3,093351733;1,35533613
Healthcare;High School;4;1,425302208;3500,473594;47,25670381;69,43842064;78,0719189;90,63063195;56,21291494;4;4879,915597;3,840135063;6,551972049;1,175143854
Education;PhD;26;0,575676358;924,4734183;47,0939352;56,57061914;92,45218796;56,42897893;38,62506238;7;1656,069073;11,23503942;5,581019652;0,670233032
Education;High School;6;0,824135134;3866,021314;76,21567182;63,1242504;72,18228744;50,91904949;32,03663281;7;593,278516;10,59469763;9,92437998;0,689763558
Education;High School;10;0,630474389;4157,21129;79,04189086;79,06077387;95,93736524;84,48192598;74,57687971;4;2851,936627;2,571631341;9,84894388;1,426500619
Retail;Bachelor's;7;0,109394546;3680,770351;67,78906336;85,90839738;72,01871115;65,06958979;39,35946137;9;4531,771055;12,87571913;6,715221095;0,53221536
Education;Master's;13;0,640224304;4852,686144;65,40548541;56,22109434;77,43899296;81,2991957;35,36007758;1;3920,308899;5,233662462;4,985834555;0,962534943
Tech;High School;14;1,208408363;4219,934259;60,83348971;79,979863;89,81428415;57,5272294;77,99900745;5;3112,579342;7,618951981;5,420268722;0,81347529
Finance;Master's;4;0,934384379;4563,921775;29,96449114;77,51756394;79,15338422;73,45200233;77,70298692;0;1575,282483;10,68313856;7,142311596;1,16507744
Tech;High School;8;0,24176388;4701,069876;23,54634925;75,69777233;98,01090362;75,2212373;38,50933102;6;2709,400866;7,582444229;1,914170898;1,339629388
Tech;High School;5;1,285995286;4106,065963;61,44357891;84,50615588;83,01679153;79,25389082;76,59989608;3;456,2242065;7,736741436;3,955168664;0,860378122
Education;PhD;1;0,843519483;3534,164789;63,72717334;91,87247975;76,1354727;75,65850082;78,06227923;4;3394,727121;2,853163939;1,677450169;0,926902087
Finance;PhD;4;1,278412706;525,7336161;22,81837947;66,14948416;51,17959839;74,78453851;43,9144428;5;3625,480094;7,21876614;1,660246836;1,481917785
Finance;PhD;3;0,912310126;2596,21589;75,68310501;94,45060951;70,68664488;66,6367077;15,31785042;0;4825,158115;11,94302261;2,762553177;1,28391651
Finance;Master's;9;0,883563823;3070,230344;25,46843837;58,03168063;64,96242096;53,55901182;10,12677156;8;1301,986794;13,89729238;5,367279291;1,397204131
Retail;Bachelor's;8;0,247362859;1868,136226;37,15403203;58,65119349;87,40528339;54,47600984;51,86339703;9;92,28209522;7,375462782;8,06296889;0,938762221
Education;High School;1;0,334303626;1931,470011;60,34338877;63,33860318;60,41388376;71,68891372;37,52603947;3;2728,042322;7,506615749;5,36946302;0,734076204
Finance;High School;27;1,460835359;4825,217371;30,19235566;55,97654348;60,26100436;67,78965639;89,77055153;7;3533,952522;11,13415238;4,019289495;0,911863465
Retail;High School;6;0,419881445;4512,698893;23,32495331;61,51596123;59,47595216;75,80674023;71,79287997;4;3952,037379;14,25603601;1,741176913;1,216091918
Healthcare;Master's;9;1,468432965;4321,305525;39,86878935;55,32058815;56,28078066;65,24190846;70,90203651;7;968,6946651;5,471792223;5,952659709;0,609430405
Healthcare;PhD;7;0,844677789;2327,053108;65,95829449;91,08762085;65,55035018;84,39550457;86,41942146;0;1308,764345;7,721874685;3,441417278;0,770469106
Retail;Bachelor's;4;0,290104666;561,6434768;44,82072074;56,94844959;94,29610572;93,1977411;81,01795183;7;2562,954626;12,34765217;6,534407601;0,5466359
Retail;Master's;13;0,239023084;861,0001091;59,17837531;87,36487788;88,74642362;64,94315944;35,45499836;3;1653,00405;9,926016402;9,794689652;0,932347738
Education;PhD;17;0,392409699;1904,883657;54,77714583;52,3956934;86,76256082;59,6492004;23,27897773;1;4302,557433;3,437622472;2,001828893;1,327445736
Education;Master's;28;1,395892262;570,8431085;21,33310892;97,42601638;89,86684028;55,80902871;69,67138121;5;2368,800769;10,16052556;2,909128588;0,524663688
Healthcare;Bachelor's;2;0,679810314;577,1740186;79,31239922;85,55800438;63,47089447;80,81270203;40,26191149;1;3997,893221;4,4277017;5,257850843;1,175323527
Finance;PhD;28;0,653607975;4624,714857;22,48568533;50,33982743;94,37208454;72,19279956;47,85381213;4;2903,098802;8,632807143;9,717524338;1,432495875
Healthcare;Master's;5;0,538488765;3677,71326;78,06816426;88,19282501;56,86516876;59,40078586;60,4318185;1;3865,450708;8,87834248;7,946287986;0,736927862
Finance;Bachelor's;12;0,305886591;1890,301955;52,9918507;75,70409604;66,81728634;82,65683666;82,62981415;2;1663,364933;13,39064371;9,084062738;1,193634841
Finance;High School;27;0,782991676;1096,900599;77,78954162;88,96825852;79,33740595;57,42415915;43,52702029;5;4157,08311;8,012425562;4,003433636;1,475101901
Education;Bachelor's;21;0,282066896;2802,360731;26,88521596;76,12484044;55,14525442;77,71503529;72,66535122;0;1372,861578;5,632751489;9,928346264;1,46227806
Tech;High School;8;1,269672331;524,0577238;49,42451115;82,05124288;86,50650939;76,35741908;31,4671833;5;2730,49404;5,002562527;1,925495345;0,734929193
Tech;Master's;6;0,618555781;4722,861847;30,17024551;89,31658277;69,36230241;86,71139006;65,83774327;2;1070,035566;13,3652744;1,476756154;0,600331053
Retail;PhD;8;0,624724995;2366,668037;23,05849262;70,25540273;89,22028328;52,755482;10,12635369;6;2377,632608;4,223141107;8,700423643;0,648282538
Education;PhD;18;0,763609;2310,507299;57,0517469;50,13540749;74,64481428;94,39364659;79,72057708;1;1590,876048;7,536291291;9,345383832;1,202035668
Finance;Master's;3;0,721778798;2257,671234;32,46700526;92,4973248;59,04372622;85,14958631;12,4303664;5;1333,517153;4,433250494;1,815268218;1,225758875
Tech;PhD;22;1,492801162;811,9774867;55,2618211;69,04451813;86,73809057;60,80629992;67,02030038;7;4834,92509;12,05295252;2,020846841;1,174236562
Finance;PhD;12;0,86353357;3372,450079;26,74186892;74,8021363;62,60719779;59,17026743;13,70065514;0;800,3705274;8,16684432;1,29856742;0,836078388
Tech;High School;29;0,223482385;3798,516288;39,91918829;50,38833211;74,54051506;71,58301071;31,29965595;8;3936,629187;6,564867977;1,940568064;0,66977694
Tech;Master's;26;0,949628278;3542,564289;66,89795348;74,60460052;53,77666346;90,87826648;49,77619228;4;4920,824797;6,694295328;2,884778351;1,080761092
Tech;Bachelor's;3;0,31221801;1122,95972;46,22309131;99,32437008;80,89333272;92,14749966;43,59509483;4;99,5074187;13,07878469;9,73068957;0,983680446
Education;High School;22;0,143312703;3104,780756;57,66472489;63,91338304;83,29288831;76,02280461;25,34688917;4;3495,13707;9,199061406;7,010742;1,228834147
Healthcare;Master's;6;1,459039015;3062,680179;58,84747644;69,77091351;68,9337105;93,04054313;36,70519294;5;1264,559028;11,33228206;8,00697723;0,941360079
Finance;High School;2;1,182954448;4407,848546;70,62530264;84,35949982;97,72113902;50,27218546;68,2165096;1;202,4391216;13,66150071;7,985254633;0,838639695
Education;Bachelor's;23;1,472152589;2206,074463;39,49536766;90,73968338;93,70844607;51,75873158;63,54056741;5;2014,447895;13,72264179;5,815663748;0,793478577
Education;Bachelor's;12;0,769029827;2171,686746;61,23773375;70,8695812;85,39704579;95,59107968;15,7451667;3;4676,089051;6,270617706;8,177400799;0,71147032
Education;Master's;2;0,845160544;3283,371764;77,69694842;65,48344352;85,68260372;88,76659649;69,78526605;7;58,82547183;14,38186642;6,362267792;0,765746376
Education;Bachelor's;6;0,335671738;3348,826941;63,81460006;96,89129;62,62008575;72,53530291;14,2436705;8;2939,42846;2,323386466;3,830914878;0,594830439
Education;High School;17;0,445670397;2611,783523;49,3922286;83,85724833;82,84076155;87,68050657;53,43411113;8;2506,982393;6,898862293;6,049990979;0,846857011
Retail;Bachelor's;3;1,273968901;2493,76713;57,84304667;55,95106522;59,91031326;97,78197309;30,80501984;7;4366,920822;13,64538515;5,801577275;0,536569812
Finance;High School;2;0,598659906;2723,664518;64,38097387;53,44639391;57,2001612;88,60447619;57,0152102;2;420,0085726;5,570279438;8,411077484;0,686413847
Education;High School;23;1,257540963;4374,703848;56,73654594;74,17749254;99,97339471;92,11856669;30,90627168;9;3407,630149;5,550058854;9,835544956;1,246770445
Finance;Bachelor's;20;1,092619214;2575,251056;21,00054881;61,0045033;81,11879657;88,03032907;88,79663757;3;3400,548492;5,934089706;4,699383089;0,825468989
Retail;Master's;8;0,348039295;4729,693064;31,68640986;62,69923767;71,54939363;58,41055462;34,7782547;0;3345,400084;9,960074003;7,870516106;1,168237017
Retail;PhD;22;0,810424913;2768,016936;68,62809303;93,88460894;64,40822614;91,67870548;29,35685085;8;4711,672475;7,698326083;1,897867036;1,216884176
Finance;Bachelor's;12;1,04834225;4771,403119;36,35903884;54,47830122;80,19602218;59,755441;32,27722327;4;4115,437645;11,44755287;7,991482325;1,081185343
Tech;High School;26;0,429052101;4247,743558;63,89372717;85,76820576;52,47967541;94,6305664;81,71782858;5;209,8636312;13,63383835;4,342752208;1,458697741
Healthcare;High School;4;1,262963915;2130,940952;42,32721291;63,55711267;54,73404953;72,9324949;60,89750629;2;2355,414254;10,76459187;1,354511466;0,521439867
Tech;Bachelor's;5;0,862758721;4386,386396;51,31305969;88,01641107;51,64283489;83,84883762;68,45472779;9;1989,765281;4,658067363;4,269215607;1,238652651
Tech;Master's;13;0,331338871;995,2847789;24,07839799;86,12056922;74,95849166;74,86204239;83,44084081;7;1550,736105;14,12486473;6,495784758;1,458786644
Tech;Master's;29;0,916178197;4662,712289;30,87353366;50,36959507;80,03033146;54,69954647;82,94979879;6;2256,683626;5,438407354;2,073251509;1,362271729
Education;High School;15;1,499599326;3342,395818;77,43181781;75,45677065;53,12398807;64,53611538;69,11566773;0;1920,970925;3,948625839;9,316310432;0,667892692
Retail;High School;25;0,310730088;744,7583684;73,40828321;56,96597412;86,06122337;99,1865927;25,82595431;9;2161,669499;3,169574625;1,699051719;0,826820306
Tech;Master's;23;1,243459702;3399,155256;59,13650665;93,31135153;61,51975358;98,03573758;77,46986565;4;4896,309328;9,323988629;9,370060478;0,67245184
Retail;PhD;16;0,390232604;4884,114444;47,57867584;93,57929414;84,26007269;66,02434488;26,30208274;9;443,1648737;3,478912012;7,364237661;1,101308364
Finance;Bachelor's;10;1,195343661;814,1029458;60,54567757;70,91729037;99,094857;99,81484021;69,43190513;8;4611,154349;3,804086493;3,967409579;1,212187982
Healthcare;High School;25;1,128409092;2996,094694;57,11661735;72,21978092;84,5552935;92,27755977;64,84824532;5;2401,183567;5,900396248;4,516753129;0,817073769
Finance;High School;23;0,52068514;3865,074574;54,11313534;65,16414697;94,15965265;80,54797497;70,71110801;7;3118,711227;5,661489126;7,667284283;1,039506574
Finance;Master's;16;0,556152365;4146,16364;23,55062431;85,83031495;97,40992534;52,00623101;52,61485446;9;4150,914833;9,855113634;6,413239908;1,19092057
Education;Bachelor's;12;1,209529949;2362,223594;57,96815664;67,93306815;74,33755242;95,07234148;61,09809458;0;1802,315146;12,61768863;7,044786293;0,921339817
Healthcare;Master's;17;0,746023717;1418,749516;66,13520267;63,38962373;85,11624897;77,87146396;86,26560643;9;2152,10954;11,89754553;4,502481549;1,35401553
Finance;Bachelor's;16;1,12314524;690,5402545;79,64489928;71,61155298;92,59846268;93,42380756;18,08708753;6;2047,592401;5,412297911;5,390321336;1,271549935
Finance;Bachelor's;12;0,307177806;3108,767707;20,66471316;54,57437592;67,83044564;91,721456;34,70778198;2;1873,655113;5,189036474;9,908807356;0,564665544
Healthcare;Bachelor's;8;1,293580895;2538,099816;63,8104072;87,33016023;63,06986583;91,65031076;58,90856105;8;4627,646608;14,55528989;2,925305834;1,121125299
Healthcare;High School;20;1,095238603;4769,349778;54,30735896;50,62982006;97,32992864;84,90869304;87,12433041;5;4144,649456;2,107071141;4,760705679;0,735325551
Finance;PhD;3;1,369719932;772,7220847;46,04313056;82,22425308;86,31517502;64,57075693;17,64595581;4;544,9999493;13,43636693;3,626408688;1,057518265
Healthcare;Master's;16;0,285321331;3584,279046;27,65421047;59,14322634;60,98410667;66,80801289;11,80393772;7;540,6167624;4,596470749;7,886003594;1,456888443
Finance;PhD;13;0,930220301;612,3479995;44,54510892;61,62020231;72,45416963;65,42346063;14,45996788;7;2139,347574;14,3146962;7,876113631;1,379062005
Finance;Master's;23;0,938768819;1271,453795;41,26263098;81,78159993;89,82258848;51,00229998;14,19245492;2;493,2868837;6,449994703;3,632009149;0,904516403
Education;Bachelor's;28;0,594845037;2541,1055;38,16979334;99,64717329;77,35314955;79,12844546;82,62526862;1;3095,465476;7,724573061;1,73251285;0,791513858
Tech;High School;19;0,741852994;2546,925993;63,8527774;88,88587445;82,49760491;84,94168352;67,70063263;1;718,4580363;11,19256798;1,10289409;0,734405744
Finance;PhD;8;0,153174189;3585,652443;62,04353128;61,29198161;87,6884101;92,69329968;64,1685093;4;2611,86632;9,639697669;4,847054799;1,03251487
Retail;High School;22;1,144204054;4595,958657;55,34120546;58,80123775;81,10045944;57,00827167;51,80582562;9;36,09973502;6,133211286;4,693038349;0,614248453
Tech;Master's;5;0,869051471;3375,644715;76,3198888;93,31164351;77,0039661;77,20915745;72,55620936;6;1582,981742;9,199801906;9,895508908;1,049275008
Tech;High School;20;0,180837473;4790,90794;40,99126305;72,2091974;87,48071422;50,40040703;22,45183942;7;3385,953618;11,4991895;5,228218681;0,501333639
Tech;High School;8;1,05305825;4467,270379;34,62811626;56,85264014;86,37815177;54,75468239;41,35529518;9;2420,194701;2,550354297;3,307765326;0,823849631
Education;PhD;24;0,753494908;3130,24908;59,35419879;93,11057117;81,49362001;52,71058721;49,20034006;7;4891,34743;2,145590968;9,021064969;0,719934314
Finance;Bachelor's;12;0,148245763;4252,063779;31,92884366;90,80461765;67,98947067;86,2739017;18,83275981;7;4370,51898;7,954870208;5,419611547;1,47121879
Education;High School;1;1,457450818;3391,599246;38,90063043;99,19531819;70,29060461;54,05297819;43,56109675;9;1795,353895;3,713876031;6,392580717;1,22724232
Finance;Bachelor's;25;1,428757;853,5102392;33,4761464;95,48718434;98,52192744;85,82264908;35,32014234;2;227,4327074;10,63647579;1,861018394;0,84965338
Education;Master's;21;0,818063383;3832,541255;24,14921406;92,58951693;55,61929661;62,48123522;12,84657166;1;4228,131501;4,782681931;4,446247666;0,592845087
Education;High School;20;0,231141389;927,0879857;69,6499245;52,62871989;63,42524586;93,88564803;20,93883222;3;4556,171552;7,627064388;9,49801307;1,016800595
Retail;PhD;6;1,15646971;3173,372513;35,27243258;55,22076847;74,62008796;90,65749942;71,12294585;0;4103,136967;4,569722179;6,305548458;0,713447881
Education;Master's;22;0,78870354;3661,880926;48,3816502;78,44915972;91,83648431;97,89151087;11,44303276;2;639,7497046;9,130286615;4,100516696;1,036429546
Healthcare;Master's;18;0,52342647;799,3742369;22,5989164;76,57396231;58,18378319;94,18810077;84,74026393;8;4989,575672;3,508694972;6,631004626;1,335362354
Retail;PhD;8;0,787985449;1538,575943;61,96036798;72,89816072;63,84773091;96,66647096;16,9139706;6;1292,921108;2,300389086;9,193699806;1,115792552
Education;High School;7;0,831421804;4620,525045;39,83366014;69,83946627;53,28991089;92,93711983;73,93904754;6;3621,024564;2,664711295;3,465915404;1,13378842
Tech;High School;1;0,887796379;3273,415215;64,68420367;71,56052424;85,2992633;84,66909503;81,88932328;0;4540,174382;14,40535974;5,546050466;1,041030289
Healthcare;Master's;21;0,717713199;1608,287085;44,74418363;78,46489671;61,91047177;58,51295761;85,29084679;6;1178,435572;3,849720842;9,628215885;1,427265633
Healthcare;High School;16;0,948057424;3608,05897;31,74533638;50,10382588;69,43373753;63,58537594;79,39816188;9;4541,292773;11,21021729;2,55156529;1,431902684
Healthcare;Bachelor's;12;1,386228595;3185,49389;50,79050494;63,03543871;72,18507235;60,63634831;33,00400315;6;1547,407896;2,883040655;7,47697533;1,012723201
Retail;PhD;6;0,607175322;2757,09065;27,83027358;75,91398603;94,56569678;80,17928938;36,64697051;3;4882,066112;3,406084579;6,530329074;0,805759487
Education;Bachelor's;20;1,116003049;4892,841387;46,43234959;86,11080493;70,56651452;75,1809969;44,12365589;6;1406,300102;8,615391268;7,11707618;0,959587006
Education;High School;2;1,35223358;3575,541998;39,03832865;58,70783462;57,261251;93,35399986;21,14373515;7;4767,179124;8,043322092;4,160976676;0,686557912
Tech;Master's;29;0,738370986;2189,484994;74,71757505;77,34405869;76,21574692;97,63364332;11,78179641;2;267,7232545;14,37054402;3,824914361;1,136344315
Tech;PhD;14;0,720838171;4100,330444;23,6557233;85,72298419;98,14789973;70,24299448;79,52972914;9;3546,360058;14,28286089;7,157887035;1,000092336
Healthcare;High School;4;0,942963779;4480,624818;61,64104485;72,2313829;80,38428205;75,31752766;54,3302973;1;2660,555669;12,13491235;2,939889566;0,603300478
Tech;High School;1;0,927969463;1063,492518;30,96506996;51,35405668;99,16936102;98,57581784;58,69783537;6;2389,385386;9,827323792;4,776892704;0,697647781
Retail;Master's;23;1,229225079;1402,4884;39,14270446;72,46340792;92,05536545;63,81194708;84,15907799;4;1117,471571;7,914484126;2,693571814;0,979631956
Education;Master's;18;0,767076737;1473,021541;44,93084378;64,82224439;51,79828781;89,61953877;63,20961425;4;3527,978949;6,630320946;1,07474357;1,387588991
Healthcare;Bachelor's;13;1,494572129;3610,453142;74,48090536;96,48248039;82,91997977;61,26199512;65,26828035;4;954,0474572;14,31213811;9,73051624;1,066390721
Tech;PhD;2;0,183260196;3213,677998;34,55469596;56,23066928;64,33834388;84,07300577;72,95749187;6;2764,20898;9,837814549;4,885326808;1,181535
Retail;PhD;9;0,104434988;3285,462041;25,47852815;82,62379778;77,98084278;62,68078138;19,30787599;8;1266,226815;9,52794286;9,72414653;0,83902855
Retail;Master's;21;0,996277636;4733,479849;39,12137624;52,63598832;63,96725955;94,18666944;38,81297226;7;4778,106899;5,014714583;2,262911678;1,071411393
Tech;Bachelor's;2;0,517808877;3991,601898;26,28055823;72,30852189;67,44352083;78,07389719;87,45663422;5;143,1559692;2,607071633;6,286301015;0,947379823
Education;PhD;27;0,436535344;1075,71616;27,71578916;77,69897436;96,15843559;59,29668204;83,83440625;6;998,6414006;14,28745154;2,808766295;1,159129913
Tech;Master's;25;0,536658712;2063,781871;54,43103588;64,89774657;60,33215924;61,21845878;80,7260237;8;1211,553032;6,078558365;8,110667143;0,550575566
Healthcare;High School;9;0,458466591;2459,271408;23,65411599;72,75378178;93,7054559;74,69245979;46,16708083;5;2070,339129;7,753657303;8,053326899;0,993300216
Tech;PhD;1;0,14310607;2281,827149;21,85585288;58,17768973;51,5228904;98,08010128;78,57543629;0;1163,651209;3,490319267;2,013464341;0,795992625
Retail;Bachelor's;11;1,460146259;3511,888741;62,86484609;65,20619247;54,54382692;88,48210819;13,87167056;3;2456,745451;12,88001629;9,208580076;0,826185061
Tech;Bachelor's;3;0,409043684;4513,518965;41,69882569;81,05531625;92,73375207;74,41548214;21,88139394;7;4362,327616;2,359213827;2,751666825;1,460917432
Education;Bachelor's;20;1,127641668;1877,231586;27,52252095;65,09000279;81,52780155;66,88595723;43,11741588;6;3560,317107;12,84187991;6,516796074;0,682694813
Finance;High School;23;1,167634953;2983,447114;35,21676625;94,98715392;87,3618069;77,46342467;48,67136533;2;2899,809903;3,823705166;9,870702581;0,811245253
Tech;PhD;26;1,400960357;4052,342399;58,52519044;81,42034788;60,47088354;87,41804167;31,08057228;9;445,0158899;13,52533346;8,941568813;1,009892576
Education;PhD;4;0,14276924;2372,981265;36,53219403;71,93245092;76,85417278;89,19642942;38,51813367;2;3469,960542;11,48704429;9,609075357;1,363026948
Education;High School;18;1,320867674;1256,531578;49,67126751;51,93784678;86,86096118;66,2304399;23,02208808;2;832,0714216;4,140713413;4,083388941;0,916670083
Retail;PhD;23;0,838116653;2637,279344;27,3017184;74,97741676;81,36570685;86,05796341;49,13072254;0;3931,83693;9,355633907;1,95018078;1,243865281
Education;High School;6;0,985561754;748,5013433;55,28561826;88,23881211;73,58493834;82,889439;73,50746343;9;1250,283793;6,064532087;2,69512186;1,356374098
Education;High School;3;1,002258388;4740,725543;38,96466103;63,2778799;97,98918932;97,9556146;62,90883149;0;2085,243642;4,317030286;5,504454056;0,810016356
Education;High School;22;1,247716927;836,6954234;57,61810607;90,33867848;83,80786667;96,55451453;18,62337979;5;1752,351012;13,16936859;8,139067104;0,892750184
Education;Bachelor's;11;0,566770251;2473,055219;68,50369294;62,5903383;95,38754001;89,46896628;49,00652827;0;4294,069573;7,245795965;2,351382798;0,856556224
Healthcare;PhD;15;1,126271666;2884,465675;56,69878516;91,1873194;86,48852558;86,16973444;65,81171062;4;632,7222936;7,181068287;6,93758379;1,332855809
Healthcare;High School;22;0,840009354;4933,867245;37,74485376;54,26341708;86,77317643;63,70207949;52,39162372;3;2828,224412;4,208526772;3,912198436;0,544346862
Retail;PhD;28;1,21075162;1247,098206;35,34462209;93,30918544;54,00091349;92,2982628;41,33404772;4;710,3080472;6,979853789;4,070818652;0,808421089
Tech;Bachelor's;5;1,486764446;1014,941834;39,64525752;74,95932255;67,97323109;71,37528519;59,7531537;6;3523,979181;13,331019;6,957259571;1,179408558
Education;High School;20;0,380911424;539,1776618;29,87723079;64,82687948;92,91847034;63,61202713;87,49109322;5;4525,390639;6,720673236;5,202994776;1,0654435
Tech;Master's;10;1,492508098;1200,071466;30,87031105;63,25566252;61,63019311;69,2080379;17,59263278;8;2173,038269;14,37084631;8,308299637;0,936289359
Tech;Bachelor's;12;0,225737016;1432,728406;67,44146611;71,60052795;55,77529331;91,7967745;41,20128486;5;2440,461301;14,30201569;2,403266587;1,039948227
Retail;Master's;15;0,103244567;3337,614237;43,08395459;99,95247491;66,30530283;57,43166078;42,52846824;8;4637,114182;3,883682571;8,109534428;0,697584586
Education;PhD;17;0,161826711;1488,680557;46,15971083;61,01636967;61,02189424;72,80793706;56,15738484;3;2604,956943;4,305046296;1,578117233;0,930716622
Education;PhD;10;0,578495367;592,3436663;55,64296793;55,16083244;96,26440974;74,61787973;22,17396815;0;2437,99219;13,21476291;2,746484922;1,001702984
Finance;Bachelor's;6;0,986068863;4219,782555;55,37920971;79,25175844;93,3983321;51,83148488;24,13144239;0;2891,645514;7,105891946;6,905347431;1,401189122
Tech;PhD;18;0,196641357;2145,180655;24,04261229;74,42712332;74,98416151;59,78730148;32,82891088;9;3446,148682;2,05686177;8,694330909;0,760835163
Tech;Master's;13;0,10793214;2091,63509;69,89244718;76,20981355;53,06719372;91,33712143;86,46960346;6;534,4168754;5,560333656;3,27411665;1,367828502
Healthcare;High School;3;1,41192744;1861,155631;30,63959319;83,34677088;85,7281173;91,53836943;68,7286865;2;4105,552639;9,769176912;3,944724452;1,144241401
Finance;High School;24;1,25069729;4889,179747;63,38429816;63,35720349;81,17058657;64,62075419;62,93546414;1;2177,525137;12,39045756;5,834086735;0,520340831
Healthcare;High School;10;1,23285644;1265,519378;66,36025929;95,53324977;98,52773354;93,74486173;75,35661499;5;361,7425495;3,734052022;2,904155258;1,224631337
Healthcare;Bachelor's;14;1,338193986;4542,071288;62,89397205;71,78360331;77,94766201;88,58914695;20,20611751;5;3930,913346;3,437037737;8,300406354;0,535551878
Healthcare;PhD;6;1,080047982;3995,614995;54,73865879;56,45430976;66,81968617;70,89537419;78,74662558;6;1884,749858;13,9872045;7,962729805;1,497381127
Retail;Master's;3;0,246165782;844,1597997;20,87653983;87,11493784;75,95108468;87,42031722;57,58661711;4;501,8374755;11,76492878;2,307625408;1,372636688
